1990, 1990, 0, 436771.954176512, 2665.01, 0.00610160513860053, 0.136489554006788, 0.0060696254971498, 0.99393037450285, 1e+05, 606.96254971498, 99475.8814979944, 7841995.59679068, 78.4199559679068
1990, 1990, 1, 437002.309714116, 269, 0.000615557387273258, 0.5, 0.000615367990117154, 0.999384632009883, 99393.037450285, 61.1632936874209, 99362.4558034413, 7742519.71529268, 77.8980088938864
1990, 1990, 2, 436837.612277849, 155, 0.000354822926514424, 0.5, 0.000354759988025844, 0.999645240011974, 99331.8741565976, 35.2389744863792, 99314.2546693544, 7643157.25948924, 76.9456664780102
1990, 1990, 3, 428124.382434297, 136, 0.00031766469180454, 0.5, 0.000317614244389012, 0.999682385755611, 99296.6351821112, 31.5380257537376, 99280.8661692343, 7543843.00481989, 75.9727959661915
1990, 1990, 4, 414498.317217484, 87, 0.000209892287582803, 0.5, 0.000209870262508056, 0.999790129737492, 99265.0971563575, 20.8327919980925, 99254.6807603584, 7444562.13865065, 74.9967748172789
1990, 1990, 5, 408932.870986828, 84, 0.000205412687410755, 0.5, 0.000205391592391273, 0.999794608407609, 99244.2643643594, 20.3839374934962, 99234.0723956126, 7345307.45789029, 74.0124127569043
1990, 1990, 6, 406975.354853224, 89, 0.000218686460835197, 0.5, 0.000218662551565437, 0.999781337448435, 99223.8804268659, 21.6965468703624, 99213.0321534307, 7246073.38549468, 73.0275146902311
1990, 1990, 7, 417830.709317454, 93, 0.000222578182804992, 0.5, 0.000222553415037644, 0.999777446584962, 99202.1838799955, 22.0777848016853, 99191.1449875947, 7146860.35334125, 72.0433772101911
1990, 1990, 8, 421278.350355021, 80, 0.000189898198976003, 0.5, 0.000189880170024848, 0.999810119829975, 99180.1060951938, 18.8323354084379, 99170.6899274896, 7047669.20835366, 71.0593029774464
1990, 1990, 9, 424277.313454188, 62, 0.000146130839509746, 0.5, 0.000146120163178688, 0.999853879836821, 99161.2737597854, 14.4894615027864, 99154.029029034, 6948498.51842617, 70.0727033343546
1990, 1990, 10, 412561.070025954, 57, 0.000138161363592581, 0.5, 0.000138151819970666, 0.999861848180029, 99146.7842982826, 13.6973086950468, 99139.9356439351, 6849344.48939713, 69.0828707947896
1990, 1990, 11, 395997.397430919, 53, 0.000133839263449315, 0.5, 0.000133830307574419, 0.999866169692426, 99133.0869895876, 13.2670115226181, 99126.4534838263, 6750204.5537532, 68.0923469523571
1990, 1990, 12, 395595.430293438, 57, 0.000144086598669048, 0.5, 0.00014407621894288, 0.999855923781057, 99119.8199780649, 14.2808088847385, 99112.6795736226, 6651078.10026937, 67.1013940677177
1990, 1990, 13, 388902.006512403, 75, 0.000192850637806128, 0.5, 0.000192832043914799, 0.999807167956085, 99105.5391691802, 19.1107236812712, 99095.9838073396, 6551965.42069575, 66.1109911274594
1990, 1990, 14, 380603.466279855, 86, 0.000225956954203788, 0.5, 0.000225931428815031, 0.999774068571185, 99086.4284454989, 22.3867383548699, 99075.2350763215, 6452869.43688841, 65.1236454691443
1990, 1990, 15, 381017.608234594, 95, 0.000249332308919193, 0.5, 0.00024930122949361, 0.999750698770506, 99064.0417071441, 24.6967873961973, 99051.693313446, 6353794.20181209, 64.1382492811605
1990, 1990, 16, 390292.093104507, 106, 0.000271591461555991, 0.5, 0.000271554585602593, 0.999728445414397, 99039.3449197479, 26.8945882680344, 99025.8976256138, 6254742.50849864, 63.1541183311228
1990, 1990, 17, 413081.885374532, 128, 0.000309865923759753, 0.5, 0.000309817922751338, 0.999690182077249, 99012.4503314798, 30.6758316882191, 98997.1124156357, 6155716.61087303, 62.1711369657508
1990, 1990, 18, 476503.55211595, 168, 0.000352568200706969, 0.5, 0.000352506059493402, 0.999647493940507, 98981.7744997916, 34.8916752905861, 98964.3286621463, 6056719.49845739, 61.1902497107702
1990, 1990, 19, 519058.870971805, 209, 0.000402651821764843, 0.5, 0.000402570773837106, 0.999597429226163, 98946.882824501, 39.8331231874288, 98926.9662629073, 5957755.16979525, 60.2116509356068
1990, 1990, 20, 555202.447917261, 231, 0.000416064447962277, 0.5, 0.000415977911152293, 0.999584022088848, 98907.0497013136, 41.1431479329884, 98886.4781273471, 5858828.20353234, 59.2356987820912
1990, 1990, 21, 604627.145053829, 228, 0.00037709190178635, 0.5, 0.000377020816038084, 0.999622979183962, 98865.9065533806, 37.2745047671005, 98847.2693009971, 5759941.72540499, 58.2601417030959
1990, 1990, 22, 635465.328333276, 252, 0.000396559794475264, 0.5, 0.000396481180227592, 0.999603518819772, 98828.6320486135, 39.1836926749127, 98809.0402022761, 5661094.45610399, 57.2819266922497
1990, 1990, 23, 656386.644975493, 280, 0.000426577844237605, 0.5, 0.000426486879310819, 0.999573513120689, 98789.4483559386, 42.1324035381616, 98768.3821541695, 5562285.41590172, 56.3044485870676
1990, 1990, 24, 669675.645586258, 271, 0.000404673518868612, 0.5, 0.000404591655104224, 0.999595408344896, 98747.3159524004, 39.9523399982814, 98727.3397824013, 5463517.03374755, 55.3282586068582
1990, 1990, 25, 679077.440538284, 289, 0.00042557738300203, 0.5, 0.000425486844213199, 0.999574513155787, 98707.3636124022, 41.9986846440458, 98686.3642700801, 5364789.69396515, 54.3504506414665
1990, 1990, 26, 687235.353578208, 264, 0.0003841478739786, 0.5, 0.000384074103353473, 0.999615925896646, 98665.3649277581, 37.8948115666719, 98646.4175219748, 5266103.32969507, 53.3733730529539
1990, 1990, 27, 677293.678677116, 282, 0.000416362958754908, 0.5, 0.000416276297739415, 0.999583723702261, 98627.4701161914, 41.056278115373, 98606.9419771337, 5167456.91217309, 52.3936881488027
